id,hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
6564,City Hotel,138,2017,August,31,5,2,2,2,1,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,155,0,1
6565,City Hotel,77,2017,August,33,14,3,6,2,0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,394,NULL,0,Transient,80.1,0,3
6566,Resort Hotel,35,2017,May,19,12,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241,NULL,0,Transient,98.04,1,2
6567,Resort Hotel,236,2017,June,23,10,4,7,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,314,NULL,0,Transient-Party,115.68,0,0
6568,City Hotel,246,2017,May,21,27,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,NULL,0,Transient-Party,128,0,1
6569,City Hotel,171,2017,August,34,20,2,3,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,235,0,0
6570,City Hotel,178,2017,June,26,29,0,3,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7,NULL,0,Transient,216.64,0,2
6571,City Hotel,6,2017,June,26,29,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,494,0,Transient,95,0,0
6572,City Hotel,198,2017,August,33,16,2,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,122.1,0,0
6573,Resort Hotel,27,2017,June,25,18,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,141.71,0,1
6574,Resort Hotel,165,2017,August,34,24,2,5,3,0,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,5,NULL,0,Transient,229.43,0,0
6575,Resort Hotel,160,2017,July,29,20,2,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314,NULL,0,Transient,115.2,0,0
6576,City Hotel,75,2017,July,29,22,1,1,2,2,0,BB,JOR,Direct,Direct,0,0,0,E,E,0,No Deposit,14,NULL,0,Transient,205,0,0
6577,City Hotel,130,2017,June,23,8,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,149.33,0,0
6578,Resort Hotel,140,2017,April,17,24,1,0,1,0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,251,NULL,0,Transient,74,0,1
6579,Resort Hotel,97,2017,June,23,8,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,NULL,0,Transient,123.6,0,1
6580,Resort Hotel,121,2017,May,18,4,2,5,2,0,0,HB,IRL,Direct,Direct,0,0,0,D,D,2,No Deposit,250,NULL,0,Transient,120,0,1
6581,City Hotel,164,2017,August,33,18,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,168,NULL,0,Transient,89.1,0,0
6582,City Hotel,69,2017,May,19,8,1,2,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,28,NULL,0,Transient,121.1,0,0
6583,Resort Hotel,25,2017,July,30,24,2,5,2,0,0,HB,ESP,Direct,Direct,0,0,0,E,E,1,No Deposit,250,NULL,0,Transient,272,0,0
6584,City Hotel,270,2017,July,27,7,0,2,3,0,0,HB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,190.8,0,1
6585,City Hotel,51,2017,April,15,15,2,1,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,114,0,1
6586,City Hotel,116,2017,August,34,20,2,2,2,2,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,168,NULL,0,Transient,178.5,0,0
6587,City Hotel,69,2017,July,30,23,2,3,2,0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,148,0,1
6588,City Hotel,143,2017,June,26,26,1,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,126,0,0
6589,City Hotel,38,2017,May,20,14,2,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,180,0,1
6590,City Hotel,179,2017,April,14,7,1,2,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,149.4,0,2
6591,City Hotel,42,2017,August,34,23,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,129,0,1
6592,Resort Hotel,151,2017,August,32,6,2,5,2,0,0,HB,PRT,Direct,TA/TO,1,0,1,D,D,1,No Deposit,250,NULL,0,Transient,236.93,0,2
6593,City Hotel,408,2017,May,22,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229,NULL,0,Transient,90,0,0
6594,Resort Hotel,111,2017,April,16,19,0,2,2,0,0,FB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,436,NULL,0,Transient,109.8,0,0
6595,City Hotel,72,2017,July,30,27,1,3,2,0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,109.8,0,0
6596,City Hotel,139,2017,June,24,12,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20,NULL,0,Transient,110,0,0
6597,Resort Hotel,77,2017,April,15,13,1,3,2,0,1,HB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient-Party,117.75,1,3
6598,Resort Hotel,26,2017,June,25,22,0,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,120.4,1,1
6599,City Hotel,174,2017,July,29,18,2,5,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99.13,0,1
6600,City Hotel,172,2017,July,28,10,1,5,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,116.1,0,1
6601,City Hotel,261,2017,August,35,31,2,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99,0,1
6602,City Hotel,8,2017,June,24,17,2,2,1,0,0,BB,PRT,Aviation,Corporate,1,2,1,D,D,0,No Deposit,NULL,153,0,Transient,110,0,0
6603,City Hotel,57,2017,May,20,16,0,4,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,144,0,0
6604,City Hotel,94,2017,April,16,17,1,1,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,126,0,0
6605,City Hotel,0,2017,August,35,29,0,1,2,2,0,BB,NLD,Direct,Direct,0,0,0,G,G,0,No Deposit,NULL,NULL,0,Transient,270,0,0
6606,City Hotel,45,2017,August,35,27,1,0,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,19,NULL,0,Transient-Party,115,0,0
6607,Resort Hotel,159,2017,May,22,28,2,2,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410,NULL,0,Transient,58.2,0,0
6608,Resort Hotel,231,2017,August,31,2,2,4,2,2,0,HB,ESP,Online TA,TA/TO,0,0,0,G,G,4,No Deposit,240,NULL,0,Transient,315.33,1,5
6609,City Hotel,8,2017,June,26,28,0,1,1,0,0,SC,POL,Online TA,GDS,0,0,0,A,A,0,No Deposit,195,NULL,0,Transient,159,0,0
6610,Resort Hotel,152,2017,August,35,28,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,95,NULL,0,Transient,141,0,0
6611,City Hotel,180,2017,July,28,14,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,90.78,0,1
6612,City Hotel,20,2017,July,30,29,0,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,140,0,1
6613,Resort Hotel,315,2017,August,33,14,1,2,2,0,0,BB,JPN,Online TA,TA/TO,0,0,0,E,G,0,No Deposit,240,NULL,0,Transient,172.8,0,3
6614,City Hotel,204,2017,May,21,27,2,2,2,0,0,BB,GRC,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,138.6,0,2
6615,City Hotel,316,2017,April,17,27,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,109.8,0,0
6616,City Hotel,263,2017,June,25,23,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37,NULL,0,Transient-Party,105,0,1
6617,Resort Hotel,162,2017,July,28,10,3,7,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,188,0,1
6618,City Hotel,20,2017,August,33,13,2,0,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,160,0,1
6619,City Hotel,169,2017,June,23,8,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19,NULL,0,Transient,170,0,0
6620,City Hotel,34,2017,June,25,19,1,2,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,120,0,1
6621,City Hotel,107,2017,June,25,24,2,1,2,0,0,SC,TWN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,108,0,0
6622,City Hotel,49,2017,May,22,29,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,190,0,2
6623,Resort Hotel,124,2017,April,15,9,2,5,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,E,E,0,Non Refund,492,NULL,0,Transient,105,0,0
6624,City Hotel,156,2017,April,17,26,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,NULL,0,Transient,100,0,0
6625,Resort Hotel,197,2017,July,29,19,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240,NULL,0,Transient,152.5,0,0
6626,Resort Hotel,183,2017,June,23,7,0,1,2,0,0,BB,DNK,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,251,NULL,0,Transient-Party,95,0,0
6627,City Hotel,0,2017,August,31,5,0,1,3,0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,249,0,0
6628,City Hotel,336,2017,July,27,2,2,2,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,89.1,0,0
6629,City Hotel,75,2017,April,14,5,0,4,1,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,NULL,0,Transient-Party,85,0,0
6630,City Hotel,25,2017,May,18,6,2,1,1,0,0,BB,FRA,Corporate,Corporate,1,0,1,E,F,0,No Deposit,NULL,450,0,Transient,125,0,0
6631,City Hotel,133,2017,April,16,19,0,4,2,0,0,BB,POL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,390,NULL,0,Transient-Party,124,0,0
6632,Resort Hotel,167,2017,July,29,22,2,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,314,NULL,0,Transient,158.35,0,0
6633,City Hotel,129,2017,April,15,12,2,5,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient-Party,170.36,0,3
6634,Resort Hotel,100,2017,April,17,29,2,1,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,385,NULL,0,Transient-Party,83,0,1
6635,City Hotel,410,2017,May,19,9,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229,NULL,0,Transient,90,0,0
6636,City Hotel,1,2017,June,25,21,0,1,1,0,0,BB,FRA,Online TA,GDS,0,0,0,A,A,0,No Deposit,195,NULL,0,Transient,180,0,1
6637,City Hotel,9,2017,April,14,3,1,3,2,0,0,BB,PRT,Direct,Corporate,1,1,2,A,A,0,No Deposit,NULL,153,0,Transient,119,0,0
6638,Resort Hotel,19,2017,July,29,21,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,217.5,0,2
6639,City Hotel,7,2017,August,33,14,1,0,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,NULL,0,Transient,180,0,0
6640,Resort Hotel,232,2017,April,16,22,2,5,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,NULL,0,Contract,34.2,0,0
6641,Resort Hotel,332,2017,June,23,10,2,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,NULL,0,Transient,74.25,0,1
6642,Resort Hotel,29,2017,April,16,20,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,NULL,169,0,Transient-Party,50,0,0
6643,Resort Hotel,52,2017,July,31,31,1,1,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,241,NULL,0,Transient,235.6,0,1
6644,City Hotel,69,2017,August,31,3,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,85,NULL,0,Transient,80.1,0,0
6645,City Hotel,5,2017,June,24,17,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,153,0,0
6646,City Hotel,133,2017,June,24,12,2,5,2,0,0,BB,ISL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,132.43,0,0
6647,Resort Hotel,227,2017,May,21,25,2,3,2,0,1,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NULL,0,Contract,50.85,0,0
6648,City Hotel,178,2017,May,20,19,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,139.5,0,0
6649,City Hotel,101,2017,May,18,6,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,135,0,1
6650,City Hotel,83,2017,May,22,28,2,4,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,115.19,0,0
6651,Resort Hotel,310,2017,June,26,26,4,10,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,314,NULL,0,Transient,94.62,0,0
6652,City Hotel,368,2017,June,26,28,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229,NULL,0,Transient,90,0,0
6653,City Hotel,210,2017,August,35,29,0,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,117,0,0
6654,Resort Hotel,12,2017,April,17,29,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,121,0,1
6655,City Hotel,414,2017,July,28,13,0,2,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,B,0,No Deposit,6,NULL,0,Transient-Party,122.4,0,1
6656,Resort Hotel,131,2017,April,16,16,2,5,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,493,NULL,0,Contract,80,0,1
6657,Resort Hotel,50,2017,August,35,30,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,177,NULL,0,Group,141,0,0
6658,City Hotel,206,2017,April,17,28,0,2,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,130.5,0,3
6659,City Hotel,263,2017,June,25,23,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37,NULL,0,Transient-Party,105,0,2
6660,City Hotel,155,2017,July,30,26,0,4,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,118.75,0,0
6661,City Hotel,178,2017,July,29,17,1,3,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,82.47,0,2
6662,Resort Hotel,46,2017,July,30,24,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NULL,0,Contract,135,0,0
6663,City Hotel,164,2017,May,20,15,1,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,160,0,0
6664,City Hotel,196,2017,May,19,10,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,143.55,0,2
6665,Resort Hotel,1,2017,June,24,16,0,2,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,145,0,1
6666,City Hotel,26,2017,May,21,21,2,0,1,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,144,0,1
6667,City Hotel,0,2017,July,27,2,1,0,2,0,0,SC,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,123,0,0
6668,Resort Hotel,14,2017,April,15,11,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient-Party,100,0,1
6669,City Hotel,220,2017,June,25,21,1,4,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,76.24,0,1
6670,City Hotel,103,2017,August,33,16,2,5,2,0,0,HB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,394,NULL,0,Transient,89,0,0
6671,City Hotel,112,2017,April,14,4,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,NULL,385,0,Transient,95,0,0
6672,City Hotel,31,2017,May,21,22,1,2,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,7,NULL,0,Transient,144.4,0,1
6673,City Hotel,0,2017,April,17,29,1,1,3,0,0,BB,AGO,Direct,Direct,0,0,0,D,D,2,No Deposit,NULL,NULL,0,Transient,135,0,0
6674,City Hotel,147,2017,June,26,30,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,83,NULL,0,Transient,117.12,0,0
6675,City Hotel,4,2017,May,20,15,1,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,0,0,0
6676,Resort Hotel,2,2017,April,15,12,0,1,1,0,0,BB,NULL,Direct,Direct,0,1,29,A,D,0,No Deposit,NULL,NULL,0,Transient,45,0,0
6677,Resort Hotel,148,2017,July,28,9,2,3,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,92.4,1,1
6678,City Hotel,16,2017,May,22,29,1,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,126.67,0,2
6679,City Hotel,88,2017,May,19,8,1,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,170,NULL,0,Transient,120,0,0
6680,Resort Hotel,43,2017,August,34,24,1,3,2,1,0,BB,GBR,Direct,Direct,0,0,0,F,F,0,No Deposit,250,NULL,0,Transient,293,0,3
6681,Resort Hotel,203,2017,May,21,25,0,3,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,D,D,1,No Deposit,NULL,223,0,Transient-Party,60,0,0
6682,Resort Hotel,46,2017,June,25,24,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,531,NULL,0,Transient,106,0,2
6683,City Hotel,4,2017,May,19,8,1,0,1,0,0,BB,ESP,Corporate,Corporate,1,0,1,D,D,0,No Deposit,NULL,148,0,Transient,110,0,1
6684,City Hotel,125,2017,August,32,9,0,4,3,0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient-Party,175,0,3
6685,City Hotel,113,2017,May,20,20,2,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,34,NULL,0,Transient,190,0,0
6686,City Hotel,50,2017,May,21,22,1,2,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,144,0,1
6687,City Hotel,464,2017,July,30,25,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229,NULL,0,Transient,90,0,0
6688,City Hotel,169,2017,June,23,8,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19,NULL,0,Transient,170,0,0
6689,Resort Hotel,20,2017,July,28,12,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,200,0,2
6690,City Hotel,98,2017,April,15,14,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138,NULL,0,Transient,90.1,0,0
6691,City Hotel,33,2017,June,25,18,2,1,2,0,0,BB,HUN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,173.33,0,2
6692,City Hotel,186,2017,May,22,30,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,19,NULL,0,Transient,130,0,0
6693,Resort Hotel,126,2017,July,28,15,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,192,0,2
6694,Resort Hotel,7,2017,April,18,30,2,0,2,0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,H,0,No Deposit,241,NULL,0,Transient,78.4,0,1
6695,City Hotel,355,2017,May,19,8,1,2,2,0,0,SC,MLT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,98.1,0,1
6696,City Hotel,1,2017,April,14,4,0,1,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NULL,0,Transient,250,0,2
6697,Resort Hotel,258,2017,July,26,1,2,6,2,0,0,HB,PRT,Online TA,TA/TO,1,0,1,A,A,2,No Deposit,240,NULL,0,Transient,131.55,1,2
6698,City Hotel,349,2017,July,27,8,4,6,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,180.9,0,1
6699,Resort Hotel,141,2017,July,30,26,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,NULL,0,Transient,180,0,0
6700,City Hotel,160,2017,April,17,28,1,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,130.5,0,2
6701,Resort Hotel,67,2017,May,19,10,2,8,3,1,0,BB,SWE,Online TA,TA/TO,0,0,0,H,H,2,No Deposit,240,NULL,0,Transient,175,0,1
6702,Resort Hotel,176,2017,June,25,24,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,NULL,0,Transient,131.67,0,1
6703,Resort Hotel,93,2017,May,19,10,4,10,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,314,NULL,0,Transient,88.2,0,0
6704,City Hotel,120,2017,August,32,8,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30,NULL,0,Transient-Party,114.75,0,2
6705,City Hotel,315,2017,July,27,5,2,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,NULL,0,Transient,103.5,0,1
6706,City Hotel,67,2017,May,22,29,1,2,2,0,0,SC,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168,NULL,0,Transient,80.1,0,0
6707,City Hotel,125,2017,August,31,1,2,5,2,0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27,NULL,0,Transient,80.1,0,1
6708,City Hotel,71,2017,April,15,15,2,1,3,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,177,0,1
6709,Resort Hotel,135,2017,July,28,14,1,2,2,2,0,BB,USA,Direct,Direct,0,0,0,C,C,0,No Deposit,250,NULL,0,Transient,198.33,0,2
6710,City Hotel,138,2017,August,35,29,0,5,1,0,0,BB,JPN,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,117.9,0,0
6711,City Hotel,36,2017,June,26,29,0,1,1,0,0,BB,AUT,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,185,0,0
6712,City Hotel,271,2017,July,28,13,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,120.6,0,1
6713,City Hotel,121,2017,June,25,21,0,3,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,129.6,0,0
6714,Resort Hotel,352,2017,May,21,25,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,4,No Deposit,NULL,NULL,0,Transient-Party,67.5,0,3
6715,City Hotel,135,2017,June,23,10,1,1,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,27,NULL,0,Transient-Party,109,0,1
6716,City Hotel,26,2017,August,35,29,0,3,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,250,0,1
6717,City Hotel,282,2017,July,27,5,0,2,2,0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,141.3,0,1
6718,City Hotel,88,2017,May,19,8,1,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,170,NULL,0,Transient,120,0,0
6719,City Hotel,40,2017,April,15,10,1,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,120,0,2
6720,City Hotel,263,2017,April,15,13,1,3,3,0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,142.2,0,1
6721,Resort Hotel,0,2017,August,34,22,0,1,3,0,0,BB,CHE,Direct,Direct,0,0,0,F,F,0,No Deposit,NULL,NULL,0,Transient,230,0,0
6722,City Hotel,68,2017,July,30,27,2,3,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,143.6,0,2
6723,City Hotel,161,2017,May,21,21,2,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,139.5,0,0
